"","LoanStart","LoanEnd","PlayerNames","Age","PlayerLoanClub","clubCountry","PlayerAppearences","MarketValue","MarketFluctuation","club"
"1","26/01/2013","31/05/2013","Wilfried Zaha","20","Crystal Palace","England",43,"12,00 Mill. €  "," ","Manchester United"
"2","02/07/2012","31/05/2013","Fábio","21","QPR","England",21,"7,00 Mill. €  "," ","Manchester United"
"3","02/01/2013","31/05/2013","Ángelo Henríquez","18","Wigan","England",4,"4,00 Mill. €  "," ","Manchester United"
"4","24/01/2013","30/06/2013","Federico Macheda","21","VfB Stuttgart","Germany",14,"2,50 Mill. €  "," ","Manchester United"
"5","01/01/2013","30/06/2013","Bebé","22","Rio Ave FC","Portugal",17,"1,00 Mill. €  "," ","Manchester United"
"6","12/07/2012","03/01/2013","Ben Amos","22","Hull City","England",17,"750 Th. €  "," ","Manchester United"
"7","20/07/2012","07/01/2013","Reece Brown","20","Coventry","England",6,"-  "," ","Manchester United"
"8","06/11/2012","14/05/2013","Michael Keane","19","Leicester","England",22,"-  "," ","Manchester United"
"9","06/11/2012","02/01/2013","Jesse Lingard","19","Leicester","England",5,"-  "," ","Manchester United"
"10","22/11/2012","01/01/2013","Joshua King","20","Blackburn","England",16,"-  "," ","Manchester United"
"11","09/01/2013","31/05/2013","Davide Petrucci","21","Peterborough","England",4,"-  "," ","Manchester United"
"12","21/02/2013","25/03/2013","Ryan Tunnicliffe","20","Barnsley FC","England",2,"-  "," ","Manchester United"
"13","24/02/2013","31/05/2013","Reece Brown","21","Ipswich","England",1,"-  "," ","Manchester United"
"14","20/03/2013","31/05/2013","Sam Johnstone","19","Walsall","England",7,"-  "," ","Manchester United"
